Accel_x,Accel_y,Accel_z,Gyr_x,Gyr_y,Gyr_z
-0.02,0.06,1.04,-0.77,-1.12,1.19
-0.02,0.05,1.05,-0.56,-0.91,1.89
-0.02,0.05,1.05,0.42,-1.61,2.45
-0.02,0.05,1.05,1.4,-1.82,2.66
-0.01,0.05,1.05,2.03,-1.26,2.73
-0.01,0.06,1.05,1.75,-0.56,1.89
-0.01,0.06,1.04,0.21,-0.77,1.54
-0.02,0.06,1.03,-0.49,-1.26,1.4
-0.02,0.06,1.04,-0.77,-2.1,1.33
-0.01,0.06,1.05,-0.21,-1.96,0.49
0,0.05,1.06,0.21,-1.54,-0.14
-0.01,0.05,1.06,1.05,-1.4,-0.07
-0.01,0.05,1.05,1.89,-1.96,0.28
-0.01,0.06,1.05,2.31,-1.96,0.56
0,0.06,1.04,2.45,-2.17,-0.21
0,0.06,1.04,2.45,-2.59,-1.26
0,0.06,1.03,2.38,-2.87,-2.17
0,0.06,1.03,2.24,-2.59,-3.01
-0.01,0.06,1.02,1.75,-2.24,-3.71
-0.01,0.06,1.02,1.33,-1.89,-3.99
-0.02,0.06,1.02,0.42,-1.54,-4.9
-0.03,0.05,1.02,-0.49,-1.19,-4.83
-0.04,0.05,1.02,-1.19,-1.47,-5.11
-0.04,0.04,1.03,-1.19,-1.96,-4.83
-0.04,0.04,1.03,-0.98,-2.73,-4.13
-0.04,0.04,1.03,-1.26,-3.01,-3.78
-0.03,0.04,1.04,-1.19,-2.94,-4.13
-0.03,0.04,1.05,-1.05,-2.24,-4.41
-0.03,0.05,1.05,-0.91,-1.96,-4.06
-0.03,0.05,1.04,-0.91,-2.38,-3.64
-0.03,0.05,1.04,-0.7,-3.01,-3.01
-0.02,0.06,1.04,-0.42,-3.57,-3.36
-0.01,0.06,1.04,-0.98,-3.5,-3.92
-0.01,0.06,1.04,-1.89,-3.29,-4.62
-0.01,0.06,1.05,-2.17,-3.57,-5.25
-0.01,0.06,1.05,-1.75,-4.13,-5.25
-0.01,0.06,1.06,-0.42,-4.41,-5.6
-0.01,0.06,1.06,0.42,-3.78,-6.23
-0.01,0.07,1.06,1.19,-3.64,-6.09
-0.02,0.07,1.05,1.82,-4.13,-6.23
-0.02,0.07,1.04,2.24,-4.62,-6.86
-0.02,0.08,1.05,2.73,-4.34,-7.42
-0.03,0.07,1.05,3.15,-3.92,-8.26
-0.03,0.06,1.05,3.43,-3.71,-8.12
-0.04,0.06,1.05,4.2,-3.99,-7.98
-0.03,0.05,1.05,5.39,-3.99,-7.91
-0.03,0.05,1.04,6.93,-3.29,-7.84
-0.04,0.05,1.02,7.07,-2.94,-7.98
-0.04,0.06,1.01,6.58,-2.52,-8.26
-0.04,0.06,1,5.32,-1.82,-8.54
-0.04,0.06,1,3.71,-1.19,-9.17
-0.04,0.05,1,2.52,-0.56,-9.45
-0.04,0.04,1,1.47,-0.49,-9.1
-0.05,0.04,1.01,-0.07,-0.28,-8.96
-0.05,0.04,1.02,-0.77,-0.28,-8.61
-0.05,0.03,1.02,-0.42,-0.28,-7.42
-0.05,0.03,1.03,-0.42,-0.28,-6.51
-0.04,0.04,1.03,-0.49,0.07,-6.44
-0.03,0.04,1.03,-0.28,0.28,-5.95
-0.02,0.05,1.03,0.49,0.21,-5.95
-0.01,0.05,1.02,0.35,0.42,-6.3
0,0.06,1.02,0,0.07,-6.58
0,0.08,1.01,-0.56,-0.21,-7.63
0,0.08,1.02,-1.26,-0.63,-8.61
0,0.08,1.03,-2.73,-0.84,-9.38
0,0.08,1.04,-3.15,-1.12,-10.57
0,0.08,1.05,-3.22,-1.05,-11.41
-0.02,0.08,1.06,-2.87,-1.05,-11.69
-0.03,0.08,1.07,-1.96,-1.12,-11.41
-0.04,0.08,1.08,-1.4,-1.12,-11.27
-0.05,0.08,1.08,-0.56,-1.05,-10.99
-0.06,0.08,1.07,0.35,-1.26,-9.94
-0.06,0.08,1.07,1.05,-1.61,-8.75
-0.07,0.08,1.06,1.82,-2.38,-7.28
-0.07,0.08,1.05,2.66,-3.01,-6.3
-0.07,0.07,1.05,3.08,-3.57,-5.04
-0.07,0.07,1.04,2.8,-3.71,-3.57
-0.06,0.07,1.03,3.22,-3.64,-3.15
-0.06,0.07,1.03,3.22,-2.87,-2.45
-0.06,0.07,1.02,3.01,-3.08,-1.61
-0.05,0.07,1.02,2.45,-2.59,-0.42
-0.05,0.06,1.02,2.17,-2.45,-0.07
-0.05,0.06,1.02,1.33,-2.38,0.56
-0.04,0.06,1.02,0.98,-2.38,0.42
-0.04,0.06,1.03,0.77,-2.94,1.54
-0.04,0.06,1.03,0.84,-2.66,1.12
-0.03,0.06,1.03,1.19,-1.75,1.47
-0.03,0.07,1.03,0.91,-1.12,1.82
-0.03,0.07,1.03,0.35,-0.98,1.96
-0.03,0.07,1.03,-0.14,-0.7,2.03
-0.03,0.08,1.03,-0.77,-0.49,2.45
-0.03,0.08,1.03,-0.91,-0.91,2.59
-0.03,0.08,1.04,-0.7,-1.54,2.87
-0.03,0.08,1.04,0.07,-1.82,3.64
-0.03,0.08,1.04,0.84,-2.03,4.41
-0.03,0.08,1.03,0.91,-1.96,4.97
-0.03,0.09,1.04,0,-1.82,4.83
-0.03,0.09,1.04,-0.49,-2.03,5.04
-0.03,0.08,1.05,0,-2.24,5.32
-0.03,0.08,1.05,0.77,-2.59,6.09
-0.04,0.08,1.05,1.19,-2.8,6.58
-0.03,0.08,1.05,1.4,-2.24,6.58
-0.04,0.08,1.05,1.89,-1.54,7.28
-0.04,0.08,1.04,2.03,-1.33,7.91
-0.04,0.08,1.04,1.47,-1.68,8.47
-0.04,0.08,1.05,1.47,-1.47,8.33
-0.05,0.07,1.05,2.03,-1.75,8.82
-0.05,0.06,1.05,2.8,-2.17,9.8
-0.05,0.06,1.05,2.94,-2.31,10.71
-0.04,0.06,1.05,3.01,-1.75,11.2
-0.04,0.06,1.04,3.01,-1.4,12.18
-0.05,0.06,1.03,3.01,-1.61,13.58
-0.05,0.06,1.02,2.38,-2.17,14.28
-0.04,0.06,1.02,1.68,-2.8,15.12
-0.04,0.06,1.01,1.19,-3.15,15.75
-0.03,0.05,1.01,0.49,-3.43,15.96
-0.03,0.05,1.02,0.28,-3.71,15.47
-0.02,0.04,1.02,0.98,-3.29,14.98
-0.02,0.04,1.02,1.33,-2.59,14.7
-0.02,0.05,1.02,1.33,-2.73,14.7
-0.01,0.05,1.02,0.42,-1.75,13.72
-0.01,0.05,1.03,-0.35,-0.42,13.02
-0.01,0.05,1.04,-1.12,0.56,12.32
-0.02,0.04,1.04,-1.26,1.12,11.76
-0.02,0.04,1.05,-0.98,0.98,11.69
-0.02,0.04,1.05,0.07,0.42,11.62
-0.02,0.04,1.05,0.98,0.35,11.55
-0.01,0.05,1.05,0.77,0.56,10.78
-0.01,0.05,1.05,0.84,0.42,9.8
-0.01,0.05,1.05,1.68,0.91,9.17
-0.01,0.05,1.05,2.03,0.98,9.17
-0.01,0.05,1.04,2.59,0.77,8.89
-0.01,0.05,1.04,2.66,0.42,8.19
-0.02,0.06,1.03,2.31,0.07,7.56
-0.02,0.06,1.03,1.96,-0.21,7
-0.02,0.06,1.03,1.47,0.14,6.44
-0.03,0.06,1.02,0.84,0,6.16
-0.03,0.06,1.02,0.49,0.35,6.23
-0.04,0.05,1.02,0.07,0.35,6.09
-0.04,0.05,1.02,-0.14,0.21,6.44
-0.05,0.05,1.02,-0.56,0.07,6.58
-0.05,0.05,1.02,-1.12,-0.49,6.72
-0.05,0.06,1.02,-1.96,-0.63,6.86
-0.06,0.05,1.03,-2.66,-0.98,7.28
-0.06,0.05,1.03,-3.5,-1.4,8.4
-0.07,0.05,1.04,-3.64,-2.03,9.24
-0.07,0.06,1.04,-3.85,-2.38,10.08
-0.07,0.06,1.04,-4.48,-2.59,10.85
-0.07,0.06,1.04,-5.11,-2.87,11.55
-0.06,0.06,1.05,-4.9,-3.22,12.11
-0.06,0.06,1.05,-4.76,-3.22,12.67
-0.06,0.06,1.05,-4.69,-3.64,13.44
-0.06,0.06,1.05,-4.06,-4.2,14.07
-0.04,0.06,1.06,-3.85,-4.27,13.93
-0.04,0.05,1.06,-2.8,-4.13,13.79
-0.04,0.05,1.06,-1.68,-4.48,13.72
-0.03,0.05,1.06,-0.7,-4.48,14.21
-0.02,0.06,1.05,0.14,-4.62,13.72
-0.01,0.05,1.04,0.7,-4.27,12.95
-0.01,0.06,1.04,0.21,-3.57,11.62
-0.01,0.05,1.04,0.49,-3.08,10.43
-0.01,0.05,1.05,0.7,-2.8,9.52
0,0.04,1.05,1.12,-2.52,7.98
0,0.04,1.05,1.54,-1.68,6.02
0,0.03,1.06,2.03,-1.4,5.18
-0.01,0.03,1.05,2.8,-1.75,4.69
-0.01,0.03,1.05,3.15,-2.17,4.41
-0.01,0.03,1.05,3.15,-2.17,3.22
-0.01,0.03,1.04,3.22,-2.17,2.59
-0.02,0.03,1.03,3.64,-2.1,2.24
-0.02,0.03,1.03,3.01,-2.17,1.89
-0.02,0.03,1.03,2.31,-2.1,1.82
-0.03,0.03,1.02,1.33,-1.96,1.68
-0.03,0.03,1.02,0.98,-2.1,1.82
-0.03,0.03,1.02,1.05,-2.73,1.68
-0.04,0.03,1.02,1.12,-2.94,2.1
-0.04,0.04,1.02,0.91,-3.43,2.24
-0.04,0.04,1.02,-0.07,-3.22,1.68
-0.04,0.04,1.02,-1.33,-2.94,1.4
-0.05,0.04,1.03,-1.89,-2.87,1.89
-0.05,0.04,1.04,-1.61,-3.01,2.45
-0.05,0.04,1.04,-1.19,-2.45,2.17
-0.05,0.04,1.04,-0.21,-2.1,2.66
-0.05,0.04,1.04,0,-1.68,2.45
-0.05,0.04,1.04,0.63,-1.47,2.94
-0.05,0.05,1.03,1.47,-1.33,3.22
-0.05,0.05,1.03,1.47,-1.12,3.43
-0.04,0.06,1.03,1.47,-1.33,3.43
-0.04,0.06,1.02,1.4,-1.54,3.15
-0.03,0.06,1.03,0.98,-1.33,3.01
-0.03,0.06,1.04,0.28,-1.05,2.1
-0.02,0.06,1.05,0.63,-0.98,0.84
-0.02,0.06,1.05,1.82,-0.49,0.35
-0.01,0.06,1.06,3.15,-0.28,-0.63
-0.01,0.06,1.06,3.64,0.14,-1.75
-0.01,0.06,1.06,4.34,-0.07,-2.59
0,0.06,1.06,4.55,0,-3.92
0,0.07,1.06,4.76,0.21,-4.83
0,0.07,1.06,5.11,0.35,-6.3
-0.01,0.07,1.05,4.9,0.63,-7.14
-0.01,0.07,1.06,4.76,0.56,-7.7
-0.02,0.07,1.05,4.06,0.56,-8.54
-0.03,0.06,1.05,3.71,0.7,-8.96
-0.04,0.06,1.05,3.71,1.12,-9.17
-0.06,0.05,1.05,3.99,1.19,-8.82
-0.06,0.04,1.04,4.27,0.77,-7.35
-0.08,0.03,1.03,4.48,0.63,-5.88
-0.09,0.03,1.02,4.27,0.56,-4.06
-0.09,0.03,1,3.85,0.14,-1.33
-0.1,0.03,0.98,3.01,-0.84,0.77
-0.11,0.03,0.97,1.54,-1.82,3.15
-0.1,0.04,0.96,-0.07,-3.01,5.04
-0.1,0.04,0.96,-2.03,-3.78,6.44
-0.09,0.04,0.97,-3.64,-3.92,7.49
-0.08,0.04,0.98,-5.81,-3.99,8.61
-0.08,0.04,1.01,-7,-4.13,9.38
-0.07,0.04,1.03,-7.77,-3.99,9.59
-0.06,0.03,1.05,-7.63,-3.99,10.08
-0.06,0.03,1.08,-6.72,-3.92,9.94
-0.05,0.03,1.09,-5.39,-3.78,9.52
-0.03,0.04,1.11,-4.06,-2.73,8.75
-0.03,0.04,1.11,-1.75,-1.96,7.98
-0.02,0.04,1.1,-0.35,-1.12,7.07
-0.01,0.05,1.08,0.84,-0.35,5.95
-0.01,0.06,1.07,1.26,0.42,4.41
0,0.07,1.06,1.12,0.77,3.22
0,0.07,1.05,1.33,0.63,1.26
0,0.07,1.05,1.89,0.49,-0.28
0,0.07,1.04,1.47,0.56,-1.4
-0.01,0.07,1.04,1.33,0.35,-1.89
-0.01,0.07,1.04,0.77,-0.21,-2.45
-0.02,0.06,1.04,0.98,-1.12,-2.45
-0.02,0.06,1.05,1.33,-1.54,-2.45
-0.04,0.06,1.04,1.68,-2.38,-1.61
-0.04,0.06,1.04,1.68,-3.78,-0.56
-0.04,0.06,1.03,1.33,-4.62,0.07
-0.05,0.06,1.03,1.05,-5.25,0.49
-0.05,0.06,1.03,0.91,-5.32,1.12
-0.05,0.06,1.03,0.49,-5.18,1.33
-0.06,0.05,1.04,0.84,-5.39,1.75
-0.06,0.05,1.04,0.91,-5.53,2.03
-0.06,0.06,1.04,0.77,-5.95,2.73
-0.06,0.05,1.04,0.84,-6.44,2.94
-0.06,0.05,1.04,0.56,-7.07,3.36
-0.06,0.05,1.04,0.7,-7.28,3.43
-0.05,0.05,1.04,1.19,-7.07,3.22
-0.05,0.05,1.04,1.05,-6.3,3.43
-0.05,0.05,1.04,0.98,-5.95,3.22
-0.05,0.04,1.04,1.61,-5.25,2.87
-0.05,0.05,1.03,2.24,-4.55,3.08
-0.05,0.05,1.02,1.82,-4.13,3.15
-0.05,0.05,1.02,0.84,-4.06,2.8
-0.05,0.05,1.02,-0.49,-4.27,1.82
-0.05,0.04,1.03,-0.84,-3.99,1.54
-0.05,0.04,1.04,-0.84,-3.78,1.4
-0.05,0.04,1.05,-0.42,-3.08,1.33
-0.06,0.03,1.05,0.28,-2.24,1.75
-0.06,0.03,1.04,0.91,-1.96,2.38
-0.06,0.03,1.04,1.47,-1.89,2.94
-0.05,0.03,1.02,1.96,-1.82,3.01
-0.05,0.04,1.02,1.26,-1.4,3.08
-0.05,0.04,1.01,0.28,-1.26,3.22
-0.04,0.05,1,-1.33,-1.05,2.8
-0.03,0.05,1.01,-3.43,-0.77,2.31
-0.03,0.06,1.03,-5.6,0.56,1.54
-0.03,0.06,1.05,-7.14,1.68,0.84
-0.04,0.06,1.06,-7.77,2.17,1.12
-0.04,0.06,1.08,-7.49,1.89,1.26
-0.05,0.06,1.09,-6.37,0.77,2.31
-0.05,0.06,1.1,-5.25,-0.7,3.22
-0.04,0.07,1.1,-3.99,-1.54,3.99
-0.04,0.07,1.1,-2.8,-2.45,4.69
-0.04,0.07,1.09,-1.19,-3.29,5.95
-0.04,0.08,1.09,0,-4.62,6.86
-0.02,0.07,1.08,1.89,-5.39,7.28
-0.02,0.08,1.08,3.29,-5.95,7.42
-0.02,0.08,1.07,4.83,-7.56,8.05
-0.01,0.08,1.06,5.67,-8.47,7.84
0,0.08,1.05,6.72,-9.73,7.35
0.01,0.08,1.05,7.7,-10.08,7
0.01,0.08,1.04,8.26,-11.13,6.23
0.01,0.08,1.03,8.68,-11.9,4.97
0.02,0.07,1.03,9.45,-11.97,3.22
0.01,0.07,1.03,9.8,-11.69,1.82
0.01,0.07,1.02,9.52,-11.2,0.21
0,0.06,1.02,8.96,-10.99,-0.91
-0.01,0.06,1.03,8.4,-11.06,-1.75
-0.01,0.05,1.03,8.68,-10.92,-2.52
-0.01,0.05,1.03,9.38,-10.64,-3.5
-0.02,0.04,1.03,9.87,-10.22,-4.13
-0.03,0.04,1.03,9.45,-9.87,-4.76
-0.02,0.04,1.04,8.89,-8.61,-6.16
-0.03,0.03,1.04,9.1,-7.28,-6.3
-0.04,0.03,1.05,9.66,-6.65,-6.37
-0.04,0.03,1.04,10.15,-6.44,-6.3
-0.05,0.03,1.03,10.64,-6.3,-6.37
-0.05,0.02,1.02,10.92,-5.81,-6.02
-0.05,0.03,1.01,10.15,-4.76,-5.81
-0.05,0.03,0.99,9.17,-3.92,-5.46
-0.05,0.03,0.99,8.12,-2.73,-5.6
-0.05,0.03,0.99,6.93,-1.82,-5.74
-0.05,0.03,0.98,6.23,-1.05,-5.39
-0.05,0.03,0.98,5.25,-0.7,-4.83
-0.05,0.04,0.98,3.85,-0.14,-4.41
-0.05,0.03,0.98,2.1,0.14,-4.2
-0.05,0.04,0.99,0.98,0.35,-3.64
-0.05,0.04,0.99,-0.07,0.56,-2.45
-0.05,0.04,0.99,-1.47,0.56,-1.96
-0.04,0.04,1.01,-2.31,1.05,-2.1
-0.04,0.04,1.01,-2.66,1.82,-2.1
-0.05,0.04,1.02,-2.59,2.31,-1.26
-0.05,0.05,1.03,-3.01,2.03,0.07
-0.04,0.05,1.04,-3.71,1.82,0.42
-0.04,0.05,1.04,-3.36,1.89,0.7
-0.03,0.05,1.04,-2.8,2.1,0.84
-0.03,0.05,1.04,-2.8,1.89,1.4
-0.03,0.06,1.04,-3.22,1.89,1.19
-0.02,0.06,1.05,-2.87,1.26,1.33
-0.01,0.06,1.05,-1.89,1.4,0.91
-0.01,0.06,1.05,-1.47,2.1,0.49
0,0.06,1.05,-1.61,2.87,-0.35
0,0.07,1.05,-2.24,3.5,-0.84
-0.01,0.07,1.05,-2.17,3.36,-1.26
-0.01,0.07,1.06,-2.17,2.8,-0.98
-0.01,0.07,1.06,-1.54,1.82,-1.19
-0.01,0.07,1.06,-0.14,1.05,-1.26
0,0.07,1.05,0.91,0.56,-1.75
0,0.08,1.05,1.33,1.05,-2.94
0,0.08,1.04,0.91,1.4,-3.5
-0.01,0.08,1.04,0.14,1.05,-3.22
-0.01,0.08,1.05,0.35,-0.14,-3.43
-0.01,0.08,1.05,0.84,-1.12,-3.71
0,0.08,1.05,1.89,-1.75,-3.5
-0.01,0.08,1.05,1.96,-2.45,-4.27
0,0.08,1.06,1.68,-2.59,-5.53
-0.01,0.07,1.06,1.54,-2.03,-6.16
-0.01,0.07,1.07,2.03,-1.4,-6.16
-0.02,0.06,1.07,3.36,-1.68,-5.53
-0.03,0.06,1.06,4.27,-2.31,-5.04
-0.03,0.06,1.05,5.39,-2.8,-4.34
-0.03,0.07,1.03,5.6,-3.08,-4.48
-0.03,0.07,1.02,4.41,-3.36,-4.48
-0.03,0.08,1.01,2.31,-3.78,-4.83
-0.04,0.08,1.02,-0.49,-3.92,-4.97
-0.04,0.07,1.03,-1.4,-4.2,-4.27
-0.04,0.06,1.04,-1.82,-4.62,-3.43
-0.05,0.05,1.05,-0.98,-4.83,-2.45
-0.05,0.05,1.05,0.07,-4.9,-1.54
-0.05,0.06,1.05,0.7,-5.39,-0.91
-0.04,0.07,1.04,0.28,-5.39,-1.05
-0.03,0.07,1.04,-0.35,-4.9,-1.05
-0.03,0.07,1.05,-0.91,-5.04,-0.84
-0.03,0.07,1.04,-0.84,-5.81,-0.7
-0.02,0.07,1.05,-1.12,-6.65,-1.05
0,0.08,1.05,-1.89,-6.44,-1.89
0.01,0.07,1.06,-3.71,-5.6,-3.85
0.02,0.07,1.07,-4.62,-3.92,-6.09
0.01,0.06,1.08,-4.2,-2.73,-7.91
0.01,0.05,1.08,-2.24,-2.59,-7.7
-0.12,0.06,1.06,-1.61,-3.43,-7.49
0,0.07,1.04,-0.21,-5.6,-7.98
0.03,0.08,1.04,-0.84,-5.04,-9.38
0.04,0.09,1.03,-2.03,-4.13,-11.76
0.04,0.1,1.02,-4.13,-1.4,-14.07
0.02,0.11,1.02,-6.93,0.63,-16.24
0.01,0.1,1.02,-9.38,1.47,-17.36
0,0.09,1.04,-10.08,1.68,-17.22
-0.01,0.08,1.05,-7.56,1.33,-16.94
-0.01,0.08,1.02,-5.32,0.56,-16.38
-0.02,0.1,1.01,-5.53,-0.14,-16.52
-0.02,0.1,1,-9.31,0.84,-17.71
-0.04,0.09,1.03,-13.93,2.31,-18.41
-0.07,0.07,1.06,-13.58,2.45,-16.38
-0.09,0.05,1.07,-9.66,0.63,-12.95
-0.1,0.05,1.06,-3.78,-1.05,-8.89
-0.1,0.06,1.03,-1.05,-3.22,-5.32
-0.1,0.07,1.02,-1.47,-4.13,-3.29
-0.1,0.06,1.02,-1.47,-4.69,-0.91
-0.1,0.05,1.01,1.82,-5.88,2.31
-0.09,0.06,0.99,3.92,-7.49,5.74
-0.08,0.06,0.98,4.2,-8.89,6.93
-0.06,0.05,0.99,2.87,-9.52,7.21
-0.05,0.03,1.01,3.78,-9.03,7.77
-0.05,0.01,1.02,7.42,-7.49,9.38
-0.04,0.01,1.01,11.69,-5.39,10.92
-0.04,0.01,0.98,15.26,-4.97,11.48
-0.04,0.01,0.95,15.54,-6.86,11.34
-0.03,0.02,0.95,15.61,-6.65,9.94
-0.02,0.01,0.93,13.65,-4.9,9.24
-0.03,0.02,0.92,10.85,-5.67,8.4
-0.03,0.02,0.93,6.44,-5.53,6.3
-0.03,0.02,0.96,0.98,-3.15,5.25
-0.04,0.01,0.98,-5.04,-3.29,4.62
-0.05,-0.02,1.02,-9.03,-6.09,4.06
-0.04,-0.04,1.07,-13.09,-9.59,3.29
-0.03,-0.06,1.12,-16.66,-9.73,1.96
-0.02,-0.09,1.18,-17.71,-7.98,0.28
-0.03,-0.11,1.2,-15.96,-6.86,-0.63
-0.04,-0.11,1.21,-12.25,-6.65,-0.7
-0.05,-0.1,1.2,-5.6,-7.07,0.07
-0.05,-0.08,1.17,-0.63,-6.23,1.47
-0.04,-0.06,1.13,3.5,-5.32,2.1
-0.04,-0.04,1.09,6.65,-4.27,2.03
-0.03,-0.03,1.04,9.59,-4.06,1.82
-0.02,-0.01,1,10.5,-4.41,1.19
-0.01,0,0.97,10.92,-4.76,-0.21
0,0.02,0.95,10.22,-3.92,-1.82
0.01,0.04,0.92,9.17,-1.61,-3.22
0.01,0.06,0.91,7.42,0.28,-5.67
0.01,0.07,0.91,4.06,2.52,-8.19
0,0.08,0.92,1.68,3.64,-9.94
-0.02,0.09,0.95,-0.35,4.34,-12.39
-0.04,0.09,0.98,-1.54,4.97,-13.44
-0.05,0.09,1,-2.17,6.65,-14.21
-0.07,0.09,1.04,-1.61,7.77,-14.07
-0.08,0.08,1.06,-0.63,8.68,-13.79
-0.08,0.08,1.08,0.49,10.15,-13.44
-0.09,0.08,1.09,1.68,10.85,-12.74
-0.09,0.08,1.1,2.73,11.34,-12.53
-0.08,0.07,1.12,3.78,12.11,-12.53
-0.08,0.07,1.13,5.39,13.02,-12.32
-0.08,0.06,1.13,7.07,13.44,-11.55
-0.09,0.06,1.13,8.82,13.79,-10.36
-0.08,0.05,1.13,10.29,13.37,-9.45
-0.07,0.05,1.12,12.39,13.51,-7.91
-0.07,0.04,1.1,13.3,14.07,-6.37
-0.06,0.04,1.07,13.44,14.42,-5.67
-0.06,0.05,1.05,14.28,13.58,-4.2
-0.07,0.06,1.01,13.93,12.04,-2.38
-0.06,0.07,0.98,12.46,10.29,0.07
-0.06,0.08,0.96,9.94,8.47,1.68
-0.05,0.09,0.96,5.53,6.93,2.52
-0.05,0.1,0.97,1.82,5.04,3.71
-0.05,0.1,0.99,-1.19,2.52,4.83
-0.04,0.09,1.02,-2.66,0.84,5.67
-0.03,0.09,1.05,-1.75,0.56,7.07
-0.03,0.09,1.06,-1.82,1.89,9.45
-0.04,0.1,1.06,-2.1,-0.35,10.15
-0.03,0.09,1.08,-3.15,-3.57,9.8
-0.02,0.08,1.1,-2.59,-6.09,9.8
-0.01,0.07,1.11,-1.4,-8.19,9.52
-0.01,0.07,1.12,0.35,-9.8,8.19
-0.01,0.06,1.11,2.24,-11.69,7.28
0,0.06,1.1,4.27,-13.37,6.09
0.01,0.06,1.09,5.32,-14.07,4.41
0.02,0.06,1.06,5.32,-14.07,2.1
0.02,0.06,1.04,4.27,-14.42,-1.19
0.03,0.04,1.03,3.64,-13.37,-4.55
0.03,0.04,1.02,2.52,-11.27,-7.35
0.02,0.04,1,2.52,-9.52,-9.52
0.01,0.03,0.99,3.5,-8.47,-11.06
0,0.03,0.97,4.06,-7.28,-12.25
0,0.03,0.95,3.99,-6.93,-13.44
-0.01,0.04,0.94,3.78,-6.72,-15.12
-0.01,0.05,0.94,3.22,-4.34,-15.26
-0.03,0.05,0.93,1.54,-3.57,-15.12
-0.04,0.06,0.94,-0.84,-2.1,-15.96
-0.06,0.06,0.95,-2.66,-0.49,-15.89
-0.09,0.06,0.96,-3.78,0.21,-14.35
-0.11,0.05,0.97,-5.67,-0.42,-12.25
-0.12,0.06,1,-7.49,-1.05,-9.8
-0.13,0.05,1.01,-8.68,-2.66,-7.49
-0.13,0.04,1.04,-8.68,-3.5,-5.18
-0.13,0.04,1.07,-7.7,-3.57,-2.73
-0.13,0.03,1.07,-5.74,-4.13,0.56
-0.12,0.03,1.08,-3.36,-4.2,2.94
-0.11,0.03,1.07,-0.49,-4.13,5.11
-0.1,0.05,1.05,0.14,-3.22,6.65
-0.1,0.06,1.04,-0.21,-1.54,7.07
-0.1,0.07,1.03,-2.38,-0.91,7.28
-0.1,0.07,1.03,-4.2,-0.63,7.84
-0.11,0.07,1.04,-6.09,-1.54,7.98
-0.12,0.06,1.06,-7.77,-3.01,8.68
-0.12,0.05,1.09,-9.24,-4.83,9.24
-0.12,0.04,1.13,-9.87,-6.16,10.29
-0.1,0.01,1.16,-9.1,-4.97,10.78
-0.08,-0.01,1.17,-5.88,-4.76,11.83
-0.06,-0.01,1.18,-1.82,-4.2,11.76
-0.04,-0.02,1.17,2.38,-3.08,11.34
-0.02,-0.01,1.15,5.95,-1.61,11.48
0,0,1.11,8.68,-0.7,10.92
0.01,0.02,1.07,8.89,-0.14,9.38
0.03,0.03,1.05,7.77,0.7,6.65
0.03,0.03,1.03,7.21,0.42,4.2
0.03,0.04,1.01,7.84,-0.21,2.45
0.03,0.04,0.99,7.91,-0.35,0.98
0.03,0.05,0.97,7.07,0.56,-0.35
0.03,0.06,0.96,4.76,0.7,-1.19
0.02,0.07,0.96,2.66,1.19,-2.31
0.02,0.06,0.96,0.98,1.33,-3.64
0,0.07,0.96,-0.42,1.05,-3.85
-0.01,0.07,0.96,-1.61,0.49,-3.92
-0.02,0.06,0.96,-2.38,-0.84,-2.87
-0.04,0.07,0.96,-4.13,-3.43,-2.45
-0.04,0.06,0.97,-5.81,-5.11,-1.68
-0.05,0.06,0.99,-7.42,-6.37,-0.91
-0.06,0.06,1,-8.33,-7,0.56
-0.07,0.06,1.01,-8.96,-7.98,1.89
-0.08,0.06,1.01,-9.38,-9.03,3.71
-0.09,0.06,1.03,-10.01,-10.43,5.46
-0.08,0.06,1.04,-10.08,-11.34,6.37
-0.08,0.06,1.06,-10.92,-11.34,7
-0.09,0.06,1.08,-11.06,-10.64,8.12
-0.08,0.05,1.09,-10.22,-9.52,8.89
-0.08,0.04,1.11,-8.12,-7.84,9.94
-0.07,0.04,1.11,-5.39,-7.07,10.64
-0.07,0.04,1.11,-2.38,-6.65,10.78
-0.06,0.05,1.1,0.21,-4.55,11.41
-0.06,0.06,1.08,1.75,-3.99,11.9
-0.05,0.07,1.06,2.03,-3.99,11.69
-0.05,0.07,1.05,2.31,-4.06,11.41
-0.04,0.06,1.05,2.45,-3.92,11.06
-0.04,0.06,1.05,3.08,-3.85,10.92
-0.04,0.05,1.04,4.06,-4.34,10.22
-0.03,0.04,1.04,4.83,-4.55,9.52
-0.02,0.04,1.04,6.3,-4.83,8.61
-0.01,0.04,1.04,6.23,-3.78,7.28
-0.01,0.03,1.04,6.58,-3.15,5.81
-0.01,0.02,1.04,6.86,-2.73,4.48
-0.06,0.09,1.05,1.05,-1.75,6.3
-0.06,0.08,1.05,2.17,-1.89,6.16
-0.06,0.08,1.04,3.22,-2.59,6.3
-0.05,0.09,1.03,2.8,-2.45,6.02
-0.06,0.09,1.02,1.89,-2.17,6.58
-0.06,0.09,1.02,0.21,-2.38,7.28
-0.07,0.08,1.02,0.35,-3.43,7.77
-0.05,0.08,1.03,0.63,-2.73,7.7
-0.05,0.08,1.03,0.42,-1.47,7.21
-0.06,0.08,1.04,0.35,-0.98,6.79
-0.06,0.07,1.04,1.4,-0.91,7.35
-0.05,0.07,1.03,1.82,-0.91,7.77
-0.05,0.08,1.03,0.84,-1.12,7.98
