Accel_x,Accel_y,Accel_z,Gyr_x,Gyr_y,Gyr_z
-0.1,-0.1,1.12,19.6,-8.12,-27.86
-0.08,-0.11,1.11,19.11,-8.26,-30.03
-0.06,-0.13,1.12,22.05,-9.17,-32.34
-0.07,-0.12,1.16,25.76,-8.68,-34.79
-0.12,-0.08,1.19,28.77,-5.95,-36.4
-0.16,-0.03,1.17,27.3,-2.73,-37.73
-0.19,-0.03,1.12,24.57,0.91,-38.85
-0.19,-0.04,1.06,22.4,2.24,-39.27
-0.18,-0.08,0.98,19.95,2.52,-39.55
-0.17,-0.13,0.89,20.58,0.07,-39.9
-0.16,-0.15,0.87,22.61,-4.48,-40.04
-0.14,-0.13,0.86,19.25,-8.19,-39.83
-0.13,-0.12,0.85,14.56,-11.83,-39.62
-0.12,-0.11,0.89,7.35,-16.38,-39.97
-0.12,-0.11,0.93,1.61,-18.62,-40.88
-0.12,-0.13,0.95,-0.28,-19.32,-41.65
-0.14,-0.13,1,2.17,-18.76,-42.42
-0.16,-0.12,1.05,5.04,-15.26,-42.7
-0.15,-0.09,1.09,8.54,-10.92,-42.84
-0.15,-0.08,1.1,8.4,-4.69,-42.84
-0.15,-0.09,1.06,7.77,-1.4,-42.84
-0.12,-0.11,1.02,6.93,3.36,-42.35
-0.11,-0.14,0.98,7.42,4.41,-41.86
-0.11,-0.2,0.92,9.45,4.97,-40.67
-0.1,-0.19,0.89,12.11,3.22,-39.83
-0.1,-0.18,0.88,11.76,1.61,-38.29
-0.12,-0.17,0.89,9.73,-0.77,-36.75
-0.11,-0.16,0.92,7.14,-1.82,-35.42
-0.11,-0.16,0.92,5.53,-2.52,-34.72
-0.11,-0.15,0.94,5.74,-3.22,-34.16
-0.11,-0.15,0.94,5.53,-3.57,-34.16
-0.12,-0.15,0.94,6.16,-4.34,-34.3
-0.12,-0.13,0.96,5.6,-4.97,-34.37
-0.13,-0.13,0.97,4.48,-5.18,-34.79
-0.13,-0.14,0.96,2.8,-5.32,-34.16
-0.14,-0.16,0.96,1.96,-5.95,-33.46
-0.14,-0.16,0.97,0.63,-6.09,-32.34
-0.14,-0.17,0.96,-0.07,-6.86,-30.8
-0.13,-0.16,0.97,-2.24,-8.12,-29.54
-0.12,-0.15,0.99,-5.88,-9.45,-28.28
-0.12,-0.15,1.01,-10.22,-10.99,-27.16
-0.13,-0.15,1.08,-12.32,-11.83,-25.48
-0.13,-0.16,1.13,-13.93,-11.27,-23.87
-0.13,-0.15,1.16,-14.42,-10.29,-21.98
-0.11,-0.13,1.17,-14.14,-10.08,-20.86
-0.09,-0.1,1.18,-16.73,-9.73,-20.37
-0.08,-0.09,1.19,-19.39,-9.17,-20.16
-0.06,-0.1,1.2,-21.77,-8.54,-20.44
-0.04,-0.13,1.21,-22.12,-8.54,-21.28
-0.02,-0.15,1.24,-21.28,-8.12,-22.61
-0.01,-0.14,1.28,-18.83,-6.37,-23.59
0,-0.13,1.3,-18.48,-4.2,-25.06
-0.01,-0.13,1.31,-17.5,-1.26,-26.39
-0.04,-0.12,1.34,-13.44,1.82,-27.09
-0.08,-0.1,1.39,-10.43,7.21,-27.44
-0.12,-0.08,1.36,-7.07,15.19,-26.81
-0.16,-0.06,1.28,-2.52,20.16,-26.04
-0.15,-0.07,1.16,-3.01,23.24,-24.85
-0.13,-0.11,1.03,-4.97,23.1,-23.31
-0.12,-0.14,0.9,-5.88,19.39,-21.77
-0.11,-0.17,0.86,-7.28,14.77,-19.67
-0.1,-0.19,0.83,-8.12,8.4,-18.13
-0.1,-0.17,0.85,-9.8,2.52,-16.45
-0.08,-0.15,0.88,-13.3,-2.17,-15.4
-0.07,-0.12,0.94,-15.54,-4.69,-15.26
-0.06,-0.1,1.02,-17.29,-4.9,-16.03
-0.06,-0.07,1.05,-17.36,-3.22,-17.15
-0.06,-0.07,1.07,-14.07,-1.05,-19.25
-0.06,-0.06,1.08,-10.5,2.73,-21
-0.06,-0.06,1.06,-6.37,6.16,-23.17
-0.06,-0.07,1.02,-4.48,8.75,-24.36
-0.06,-0.09,0.99,-3.15,10.29,-24.92
-0.06,-0.11,0.96,-1.19,11.27,-25.62
-0.06,-0.13,0.92,0.84,11.27,-25.2
-0.07,-0.14,0.89,3.43,10.43,-24.99
-0.07,-0.13,0.88,5.88,9.38,-24.71
-0.08,-0.11,0.87,5.32,7.77,-24.43
-0.09,-0.1,0.86,5.04,6.02,-24.29
-0.08,-0.1,0.86,3.71,4.9,-24.01
-0.08,-0.12,0.85,3.22,2.73,-24.64
-0.07,-0.13,0.87,4.2,0.7,-25.06
-0.06,-0.13,0.88,5.25,-1.26,-25.83
-0.06,-0.12,0.9,6.58,-3.22,-26.67
-0.05,-0.11,0.93,6.58,-4.48,-27.93
-0.06,-0.1,0.95,6.37,-5.67,-28.84
-0.06,-0.11,0.97,5.67,-6.23,-29.75
-0.07,-0.12,0.99,5.25,-6.16,-30.03
-0.07,-0.14,0.98,6.51,-6.58,-30.03
-0.07,-0.15,0.97,6.79,-6.93,-29.89
-0.07,-0.16,0.97,6.86,-8.26,-30.1
-0.06,-0.16,0.99,6.3,-9.03,-30.38
-0.06,-0.15,1.01,5.74,-9.73,-30.8
-0.06,-0.15,1.05,6.79,-9.73,-31.57
-0.07,-0.13,1.1,7.77,-8.33,-32.48
-0.08,-0.12,1.15,8.4,-6.02,-33.95
-0.1,-0.1,1.18,10.43,-2.17,-35.14
-0.11,-0.09,1.19,10.99,1.19,-36.47
-0.11,-0.09,1.18,11.69,4.2,-38.01
-0.11,-0.1,1.17,12.74,6.16,-39.48
-0.11,-0.11,1.14,12.74,7.63,-40.25
-0.11,-0.14,1.1,13.3,7,-40.81
-0.09,-0.16,1.09,13.93,5.25,-41.58
-0.09,-0.14,1.1,13.51,3.22,-42.21
-0.09,-0.13,1.12,11.97,1.89,-42.84
-0.08,-0.12,1.11,9.17,1.19,-43.61
-0.07,-0.12,1.12,7.35,-0.14,-45.15
-0.06,-0.13,1.15,8.19,-0.77,-46.69
-0.08,-0.11,1.18,11.06,0.42,-48.44
-0.12,-0.07,1.22,14.49,3.29,-49.77
-0.16,-0.01,1.22,17.36,7.98,-51.03
-0.18,0.02,1.17,15.19,13.3,-52.01
-0.18,0,1.09,12.6,15.4,-52.43
-0.18,-0.04,1,10.43,15.47,-52.36
-0.17,-0.1,0.94,9.73,14.35,-51.73
-0.17,-0.11,0.89,11.13,10.92,-50.54
-0.17,-0.13,0.85,9.31,6.93,-49.07
-0.16,-0.13,0.84,6.3,3.29,-46.76
-0.15,-0.11,0.85,2.03,-1.33,-45.08
-0.13,-0.12,0.9,-3.43,-3.29,-43.54
-0.13,-0.12,0.96,-5.46,-4.62,-42.63
-0.12,-0.09,1.01,-6.23,-3.43,-42.56
-0.11,-0.08,1.04,-5.67,-1.05,-42.77
-0.11,-0.08,1.04,-3.78,2.31,-43.61
-0.1,-0.07,1.04,-2.59,5.25,-44.8
-0.08,-0.08,1.02,-2.66,8.61,-45.71
-0.07,-0.11,0.99,-1.82,9.87,-46.69
-0.05,-0.13,0.97,-1.54,11.62,-47.6
-0.05,-0.15,0.93,-0.35,11.9,-48.02
-0.06,-0.15,0.93,1.75,11.34,-48.23
-0.07,-0.14,0.93,0.77,11.06,-47.95
-0.08,-0.15,0.93,0.7,10.36,-47.18
-0.09,-0.15,0.93,-17.78,9.73,-45.92
-0.1,-0.16,0.93,-0.77,9.1,-44.24
-0.11,-0.17,0.93,-0.35,8.12,-42.91
-0.11,-0.17,0.93,0.7,7.63,-40.88
-0.11,-0.17,0.92,1.61,6.58,-39.69
-0.11,-0.15,0.92,1.26,5.39,-38.08
-0.12,-0.14,0.92,-0.21,4.34,-36.89
-0.13,-0.15,0.93,-0.42,2.87,-34.79
-0.14,-0.16,0.96,-0.21,2.73,-33.04
-0.15,-0.18,0.97,1.05,2.45,-30.31
-0.15,-0.18,0.97,1.82,2.17,-27.65
-0.16,-0.18,0.97,1.19,1.68,-23.94
-0.16,-0.18,0.97,-0.14,0.63,-21
-0.17,-0.18,0.99,-1.96,-0.56,-17.29
-0.17,-0.17,1.01,-2.87,-1.75,-14.35
-0.17,-0.18,1.04,-3.01,-2.66,-11.62
-0.16,-0.17,1.06,-2.8,-3.5,-8.82
-0.15,-0.17,1.07,-2.24,-4.9,-7.07
-0.15,-0.15,1.1,-2.03,-6.16,-5.53
-0.13,-0.12,1.11,-4.06,-6.72,-5.11
-0.12,-0.13,1.1,-6.72,-7.7,-5.39
-0.08,-0.15,1.1,-7.49,-9.8,-6.44
-0.06,-0.16,1.13,-7.28,-11.41,-8.4
-0.05,-0.16,1.17,-4.13,-12.81,-10.57
-0.04,-0.14,1.22,-1.89,-13.09,-12.46
-0.03,-0.14,1.26,-1.12,-11.76,-14.63
-0.05,-0.16,1.28,3.01,-10.5,-15.89
-0.08,-0.15,1.32,7.14,-7.21,-16.31
-0.12,-0.13,1.32,11.9,-3.15,-15.61
-0.14,-0.12,1.27,16.31,1.96,-14.77
-0.15,-0.11,1.2,19.6,4.9,-13.09
-0.15,-0.11,1.12,20.65,6.86,-11.83
-0.14,-0.12,1.01,20.02,6.58,-10.22
-0.13,-0.15,0.93,19.88,3.5,-8.96
-0.11,-0.15,0.9,19.74,-0.07,-8.26
-0.09,-0.14,0.89,17.01,-3.08,-7.7
-0.08,-0.13,0.89,13.51,-6.09,-7.28
-0.07,-0.11,0.93,9.03,-9.38,-7.56
-0.06,-0.09,0.97,5.18,-9.94,-8.47
-0.05,-0.08,1,2.17,-9.52,-9.52
-0.05,-0.07,1.03,2.8,-8.54,-11.76
-0.04,-0.04,1.07,3.85,-5.32,-13.72
-0.04,-0.01,1.09,5.18,-1.82,-16.31
-0.04,0.01,1.1,6.58,2.66,-19.53
-0.03,0.02,1.08,6.16,8.05,-22.12
-0.03,0,1.03,5.46,11.2,-24.78
-0.03,-0.02,0.99,4.9,14.14,-26.25
-0.04,-0.06,0.95,5.11,15.12,-27.09
-0.05,-0.08,0.92,5.39,15.4,-27.02
-0.05,-0.09,0.89,3.92,15.26,-25.48
-0.06,-0.11,0.86,1.75,13.86,-24.01
-0.06,-0.11,0.87,0.07,12.11,-21.7
-0.06,-0.11,0.87,-3.43,11.48,-19.81
-0.06,-0.12,0.88,-4.69,10.43,-0.14
-0.06,-0.11,0.9,-4.9,9.52,-16.45
-0.04,-0.1,0.91,-5.67,9.24,-15.89
-0.04,-0.09,0.93,-5.95,8.61,-15.82
-0.03,-0.07,0.95,-5.95,8.19,-16.59
-0.03,-0.07,0.98,-5.81,8.33,-17.43
-0.04,-0.08,0.98,-3.71,8.26,-18.76
-0.05,-0.09,0.99,-1.33,7.84,-19.32
-0.06,-0.1,0.99,1.26,7.35,-19.53
-0.07,-0.11,1,2.66,6.65,-19.11
-0.08,-0.11,1.01,3.78,5.6,-17.92
-0.09,-0.11,1.02,4.13,4.76,-16.59
-0.09,-0.13,1.02,4.55,3.92,-14.98
-0.08,-0.14,1.05,7.28,2.03,-13.65
-0.09,-0.14,1.08,9.59,1.05,-11.9
-0.1,-0.13,1.11,11.83,-0.07,-10.92
-0.11,-0.1,1.15,13.86,0,-9.24
-0.12,-0.07,1.16,14.07,0.77,-8.12
-0.12,-0.07,1.15,13.02,1.61,-7.7
-0.12,-0.07,1.14,13.79,0.91,-8.05
-0.11,-0.06,1.13,13.65,0.7,-8.47
-0.1,-0.07,1.1,13.51,-0.28,-9.38
-0.09,-0.08,1.09,14,-2.38,-10.78
-0.08,-0.09,1.12,13.51,-3.64,-11.55
-0.06,-0.11,1.14,12.25,-4.9,-12.53
-0.06,-0.11,1.16,11.97,-5.46,-14.42
-0.06,-0.08,1.19,11.48,-4.9,-16.1
-0.07,-0.06,1.21,10.29,-3.57,-18.83
-0.08,-0.05,1.22,10.92,-1.05,-21.7
-0.11,-0.02,1.25,15.47,1.82,-24.99
-0.16,0.03,1.25,18.13,7.42,-27.16
-0.18,0.04,1.2,18.27,11.97,-28.77
-0.18,0.02,1.1,17.36,14.07,-29.96
-0.18,-0.01,1.03,15.4,13.86,-30.17
-0.19,-0.05,0.98,13.51,12.04,-29.61
-0.18,-0.09,0.94,11.2,9.8,-28.21
-0.18,-0.11,0.9,9.66,6.65,-25.55
-0.17,-0.13,0.88,7.42,1.96,-23.1
-0.17,-0.11,0.91,4.55,-2.03,-19.81
-0.17,-0.08,0.95,0.63,-4.41,-17.5
-0.17,-0.04,1,-3.08,-5.11,-15.4
-0.16,-0.02,1.02,-5.6,-4.27,-14.49
-0.14,-0.01,1.03,-5.81,-2.87,-14.49
-0.13,-0.01,1.01,-4.83,-1.54,-14.98
-0.11,-0.01,1,-3.99,-0.21,-16.31
-0.09,-0.01,0.98,-3.64,0.7,-17.5
-0.08,-0.02,0.96,-4.97,1.61,-19.04
-0.07,-0.04,0.94,-6.93,1.89,-19.95
-0.07,-0.06,0.92,-9.03,1.89,-20.16
-0.07,-0.09,0.9,-11.2,1.26,-20.09
-0.08,-0.11,0.88,-11.83,0.07,-19.18
-0.09,-0.12,0.88,-12.53,-1.4,-18.34
-0.1,-0.12,0.89,-13.3,-2.59,-17.22
-0.1,-0.12,0.9,-14.49,-3.29,-15.82
-0.1,-0.12,0.91,-15.33,-3.85,-14.63
-0.1,-0.12,0.92,-15.68,-4.62,-14
-0.1,-0.13,0.93,-15.47,-4.97,-13.44
-0.09,-0.12,0.95,-13.3,-5.6,-13.23
-0.09,-0.12,0.98,-11.27,-5.6,-12.95
-0.1,-0.12,0.98,-9.66,-5.88,-12.39
-0.11,-0.13,0.99,-8.12,-5.95,-11.55
-0.12,-0.15,1,-6.02,-5.67,-10.01
-0.13,-0.16,0.99,-4.2,-5.53,-7.49
-0.14,-0.17,0.98,-1.19,-6.51,-4.83
-0.15,-0.18,0.99,-0.07,-7.35,-1.26
-0.15,-0.18,0.99,-0.07,-8.05,2.03
-0.15,-0.18,0.99,-0.98,-9.1,5.6
-0.15,-0.17,1.01,-1.75,-9.31,8.26
-0.15,-0.17,1.02,-2.03,-9.24,11.48
-0.15,-0.16,1.03,-1.68,-9.03,12.88
-0.13,-0.13,1.05,-1.12,-8.89,13.79
-0.11,-0.1,1.05,-2.52,-8.19,13.79
-0.09,-0.09,1.05,-5.67,-8.33,12.32
-0.06,-0.1,1.06,-7.98,-8.33,10.71
-0.04,-0.12,1.1,-9.66,-7.7,8.82
-0.05,-0.13,1.16,-8.68,-4.97,7.14
-0.07,-0.13,1.22,-7,-1.05,5.81
-0.08,-0.12,1.27,-5.67,3.57,4.62
-0.07,-0.14,1.31,-3.29,8.19,3.5
-0.08,-0.12,1.36,0.42,14.84,2.87
-0.11,-0.09,1.39,2.87,21.21,2.52
-0.15,-0.06,1.36,5.81,28.42,2.38
-0.17,-0.03,1.29,6.86,33.39,2.38
-0.16,-0.03,1.18,7.7,35.84,2.31
-0.14,-0.06,1.08,6.37,35.49,2.38
-0.13,-0.09,0.98,6.16,32.34,2.66
-0.11,-0.13,0.92,6.3,25.34,3.29
-0.11,-0.14,0.9,3.5,19.67,4.97
-0.1,-0.14,0.92,-0.21,12.32,6.58
-0.09,-0.14,0.97,-4.27,7.98,8.75
-0.09,-0.13,1.03,-5.88,5.04,10.64
-0.09,-0.12,1.07,-6.09,3.08,12.39
-0.08,-0.09,1.11,-4.62,2.87,13.37
-0.08,-0.06,1.11,-3.36,3.99,13.93
-0.08,-0.05,1.08,-1.96,4.55,13.58
-0.08,-0.04,1.06,0.49,5.18,13.16
-0.07,-0.04,1.02,1.33,5.46,12.18
-0.07,-0.06,0.99,2.87,5.46,11.13
-0.07,-0.05,0.94,4.13,4.34,10.22
-0.07,-0.06,0.91,3.92,2.8,9.45
-0.06,-0.06,0.87,2.66,-0.07,8.96
-0.06,-0.06,0.85,0.98,-2.66,8.82
-0.07,-0.08,0.85,-0.7,-5.67,8.96
-0.08,-0.08,0.85,-1.54,-7.84,9.52
-0.08,-0.08,0.87,-2.59,-9.66,10.5
-0.08,-0.07,0.88,-4.2,-11.2,11.34
-0.08,-0.07,0.88,-7.07,-12.18,11.55
-0.08,-0.07,0.89,-8.4,-13.09,11.76
-0.07,-0.07,0.91,-9.24,-12.95,11.62
-0.07,-0.07,0.92,-9.38,-11.97,10.57
-0.07,-0.06,0.94,-7.91,-11.27,9.38
-0.06,-0.04,0.96,-7.07,-9.73,7.28
-0.06,-0.02,0.98,-6.51,-7.91,5.32
-0.07,-0.02,1,-7.49,-5.53,2.73
-0.07,-0.04,0.99,-7.28,-4.41,0.63
-0.08,-0.06,1,-6.3,-3.71,-1.26
-0.09,-0.08,1.01,-3.99,-2.87,-2.66
-0.09,-0.09,1.03,-0.98,-2.87,-3.36
-0.1,-0.09,1.05,1.47,-2.73,-3.99
-0.1,-0.07,1.06,1.89,-3.08,-4.34
-0.11,-0.06,1.08,2.24,-3.92,-4.9
-0.13,-0.05,1.11,2.38,-4.2,-5.18
-0.13,-0.06,1.11,2.8,-4.2,-5.25
-0.15,-0.08,1.11,6.09,-4.97,-4.97
-0.14,-0.09,1.12,10.15,-5.32,-4.76
-0.13,-0.1,1.14,12.6,-5.04,-4.48
-0.13,-0.1,1.15,14,-4.76,-4.13
-0.11,-0.09,1.17,14.07,-4.06,-3.85
-0.11,-0.08,1.2,12.53,-3.08,-4.27
-0.11,-0.09,1.19,10.64,-0.63,-5.04
-0.11,-0.1,1.18,13.16,0.07,-5.88
-0.11,-0.1,1.19,15.12,3.01,-6.93
-0.13,-0.1,1.18,18.62,4.9,-7.42
-0.16,-0.08,1.21,21.49,7.07,-8.12
-0.18,-0.04,1.22,22.33,11.55,-8.12
-0.19,-0.01,1.18,19.11,15.26,-8.05
-0.2,-0.02,1.09,15.54,16.59,-7.91
-0.18,-0.05,1.01,10.71,15.89,-8.12
-0.17,-0.08,0.93,7.91,13.3,-8.05
-0.17,-0.12,0.88,8.19,8.12,-7.84
-0.16,-0.11,0.87,6.3,3.64,-7.56
-0.16,-0.1,0.87,2.59,-0.91,-6.79
-0.15,-0.09,0.91,-2.38,-6.3,-6.3
-0.14,-0.07,0.98,-7.07,-8.47,-5.88
-0.16,-0.07,1.04,-9.52,-8.82,-5.67
-0.16,-0.06,1.08,-8.54,-6.65,-5.67
-0.17,-0.05,1.08,-7.42,-3.85,-5.6
-0.17,-0.04,1.06,-4.9,-1.47,-5.95
-0.15,-0.04,1.05,-2.8,1.54,-6.23
-0.15,-0.04,1.01,-2.1,3.15,-7.14
-0.14,-0.04,0.99,-0.63,3.99,-7.49
-0.14,-0.06,0.97,0.63,4.34,-7.42
-0.14,-0.08,0.93,1.61,3.22,-7.35
-0.14,-0.09,0.9,2.1,1.26,-6.51
-0.14,-0.1,0.87,0.35,-1.19,-4.97
-0.14,-0.13,0.84,-0.98,-4.69,-3.29
-0.15,-0.15,0.83,-1.61,-7.84,-1.19
-0.15,-0.16,0.86,-1.54,-10.5,1.26
-0.15,-0.14,0.88,-1.82,-11.9,4.13
-0.15,-0.12,0.91,-0.91,-12.95,5.74
-0.15,-0.09,0.92,-2.17,-13.16,7.28
-0.15,-0.09,0.91,-3.15,-13.58,7.56
-0.14,-0.08,0.92,-2.73,-13.72,7.7
-0.15,-0.09,0.92,-2.24,-13.86,7.84
-0.16,-0.09,0.92,1.4,-14.49,8.12
-0.16,-0.09,0.94,3.29,-14.42,8.68
-0.17,-0.09,0.94,4.62,-14.28,9.8
-0.17,-0.08,0.95,5.11,-14.35,10.99
-0.17,-0.09,0.95,4.69,-14.49,12.25
-0.17,-0.11,0.95,4.69,-14.91,14
-0.16,-0.13,0.97,5.46,-15.12,15.75
-0.16,-0.13,0.98,6.51,-15.47,17.22
-0.16,-0.12,1,6.51,-15.96,18.34
-0.15,-0.11,1.02,5.04,-16.24,19.32
-0.13,-0.11,1.04,3.15,-16.24,19.67
-0.12,-0.11,1.07,1.68,-16.17,19.32
-0.12,-0.1,1.09,1.33,-15.54,18.41
-0.12,-0.08,1.13,2.24,-14.28,17.15
-0.12,-0.06,1.15,1.4,-11.83,15.61
-0.11,-0.07,1.15,-0.21,-10.29,13.72
-0.1,-0.1,1.17,0.21,-8.26,12.39
-0.11,-0.11,1.22,0.28,-5.81,11.06
-0.11,-0.12,1.24,1.12,-2.24,10.43
-0.1,-0.14,1.25,2.17,0.56,10.01
-0.11,-0.13,1.26,3.99,3.92,9.73
-0.13,-0.11,1.28,7.14,6.65,9.52
-0.16,-0.07,1.3,9.45,11.48,9.66
-0.18,-0.04,1.26,10.36,15.61,9.94
-0.19,-0.03,1.21,13.65,19.04,10.29
-0.17,-0.03,1.14,13.65,20.3,10.57
-0.14,-0.06,1.05,13.09,19.32,11.2
-0.12,-0.08,0.99,12.04,15.47,11.83
-0.11,-0.1,0.98,10.78,10.08,12.88
-0.12,-0.11,0.97,7.28,6.09,14.14
-0.09,-0.11,0.97,3.36,1.75,15.54
-0.09,-0.09,1.01,2.1,-1.61,16.45
-0.11,-0.08,1.05,1.05,-4.34,16.8
-0.11,-0.04,1.08,-0.07,-5.6,16.59
-0.1,0,1.09,-1.47,-5.53,15.47
-0.1,0.01,1.08,-3.43,-4.76,14.21
-0.1,-0.01,1.05,-4.97,-4.76,12.74
-0.09,-0.02,1.01,-5.6,-4.97,11.2
-0.09,-0.04,1,-5.95,-5.46,9.87
-0.08,-0.05,0.97,-7.14,-6.02,8.89
-0.08,-0.05,0.96,-9.45,-6.86,8.4
-0.08,-0.05,0.94,-12.88,-7.49,7.91
-0.08,-0.06,0.93,-17.15,-8.05,7.84
-0.08,-0.07,0.92,-19.04,-8.96,7.91
-0.08,-0.07,0.93,-20.58,-9.45,7.7
-0.08,-0.07,0.94,-20.86,-9.1,7.28
-0.08,-0.06,0.95,-20.3,-8.68,6.65
-0.07,-0.04,0.97,-21.28,-7.28,5.74
-0.07,-0.04,0.97,-22.19,-6.16,4.27
-0.06,-0.05,0.97,-22.75,-5.39,2.87
-0.06,-0.05,0.98,-22.61,-4.34,1.54
-0.06,-0.07,0.99,-19.74,-3.43,0.21
-0.07,-0.07,1,-16.52,-2.87,-0.77
-0.09,-0.06,1.01,-13.79,-1.96,-1.19
-0.1,-0.06,1.02,-13.44,-1.05,-1.26
-0.11,-0.06,1.01,-12.81,-0.77,-0.84
-0.11,-0.08,1,-13.09,-1.26,-0.07
-0.1,-0.1,0.98,-12.25,-2.52,0.98
-0.1,-0.12,0.99,-9.45,-4.62,1.4
-0.1,-0.11,1.01,-8.12,-6.37,1.89
-0.1,-0.09,1.03,-7.42,-7.49,1.89
-0.11,-0.07,1.06,-7.7,-7.77,1.47
-0.11,-0.06,1.09,-8.61,-7,0.7
-0.11,-0.07,1.11,-7.91,-5.46,-0.35
-0.1,-0.09,1.13,-4.41,-4.27,-2.24
-0.09,-0.09,1.17,-0.84,-2.45,-4.06
-0.08,-0.1,1.16,1.19,-0.84,-6.3
-0.08,-0.1,1.19,4.34,0.56,-7.77
-0.1,-0.11,1.21,4.76,2.24,-9.24
-0.1,-0.12,1.21,6.02,4.48,-10.08
-0.13,-0.13,1.22,9.59,6.37,-11.2
-0.14,-0.13,1.22,13.58,8.61,-11.76
-0.17,-0.11,1.2,17.99,10.29,-12.04
-0.21,-0.07,1.17,19.46,11.76,-11.9
-0.23,-0.04,1.11,19.74,12.88,-10.92
-0.24,-0.05,1.03,17.43,12.11,-9.94
-0.19,-0.03,1.13,10.43,13.09,-14.91
-0.18,-0.05,0.99,9.73,10.22,-15.68
-0.16,-0.07,0.91,6.72,5.6,-16.17
-0.14,-0.1,0.84,2.45,-1.33,-16.8
-0.12,-0.12,0.83,-1.82,-8.05,-16.73
-0.1,-0.12,0.91,-7.07,-14.07,-16.17
-0.1,-0.13,0.95,-11.34,-17.99,-15.68
-0.09,-0.13,1.03,-11.34,-20.65,-15.61
-0.08,-0.1,1.09,-11.69,-19.88,-15.68
-0.08,-0.08,1.14,-10.5,-17.92,-16.87
-0.08,-0.05,1.17,-5.18,-13.86,-17.99
-0.08,-0.01,1.2,-3.22,-7.21,-20.23
-0.09,0,1.15,-1.12,-1.82,-22.96
-0.08,0,1.11,2.1,3.22,-25.76
-0.07,-0.01,1.06,4.27,6.65,-28.21
-0.07,-0.02,0.97,5.67,8.19,-30.24
-0.08,-0.04,0.91,7.56,7.77,-32.2
-0.1,-0.05,0.88,6.58,7,-32.69
-0.11,-0.07,0.83,5.67,5.11,-32.41
-0.12,-0.09,0.82,4.62,2.73,-31.22
-0.13,-0.09,0.82,2.87,0.77,-29.33
-0.13,-0.1,0.82,-0.07,-1.05,-27.37
-0.12,-0.1,0.83,-1.68,-2.45,-25.34
-0.1,-0.11,0.84,-3.5,-3.85,-24.15
-0.09,-0.11,0.86,-4.06,-5.04,-23.52
-0.07,-0.1,0.89,-3.64,-5.11,-23.59
-0.07,-0.08,0.93,-3.43,-4.48,-24.22
-0.07,-0.07,0.96,-2.17,-3.36,-25.69
-0.07,-0.07,1,-0.98,-1.19,-26.95
-0.08,-0.07,1.01,0.14,1.4,-28.84
-0.08,-0.08,1.02,2.52,3.57,-30.1
-0.08,-0.08,1.03,4.62,5.11,-31.64
-0.08,-0.08,1.03,6.44,7.07,-33.25
-0.09,-0.08,1.04,8.19,7.63,-34.72
-0.09,-0.08,1.05,10.22,8.26,-35.56
-0.1,-0.08,1.07,11.55,8.47,-36.33
-0.12,-0.07,1.09,13.3,8.4,-36.54
-0.14,-0.05,1.11,12.74,8.4,-36.19
-0.15,-0.06,1.11,11.69,8.47,-35.56
-0.15,-0.06,1.12,12.18,8.12,-34.58
-0.14,-0.07,1.11,12.46,7.7,-33.53
-0.12,-0.1,1.09,12.32,5.81,-32.48
-0.1,-0.11,1.08,10.43,3.78,-31.99
-0.08,-0.11,1.09,8.19,1.4,-31.64
-0.07,-0.11,1.12,4.69,0.35,-31.85
-0.06,-0.12,1.14,2.94,-0.7,-32.41
-0.06,-0.12,1.17,4.83,-1.26,-33.95
-0.07,-0.09,1.27,11.06,-0.56,-36.54
-0.12,-0.04,1.39,20.37,3.92,-37.94
-0.16,0.04,1.47,24.08,11.41,-38.85
-0.22,0.07,1.39,22.4,20.44,-38.5
-0.23,0.02,1.29,21.84,24.15,-36.75
-0.22,-0.05,1.13,18.55,26.39,-33.6
-0.22,-0.13,0.96,19.04,23.24,-29.68
-0.22,-0.18,0.87,24.5,14.98,-26.67
-0.2,-0.15,0.85,26.53,8.82,-23.73
-0.2,-0.1,0.82,21.07,2.52,-21.56
-0.2,-0.04,0.82,12.18,-6.09,-19.88
-0.18,0.02,0.88,3.5,-11.55,-20.23
-0.17,0.02,0.96,-5.74,-13.09,-21.91
-0.18,0,0.98,-4.62,-14.21,-24.15
-0.19,0.01,1.03,0.56,-14.07,-27.86
-0.18,0.05,1.05,3.64,-10.78,-31.01
-0.17,0.06,1.03,3.29,-7.63,-35
-0.16,0.05,0.88,0.91,-5.46,-37.94
-0.15,0.01,0.97,-2.38,-3.43,-40.81
-0.14,-0.07,0.93,-4.13,-2.1,-42.56
-0.13,-0.12,0.89,-1.96,-1.96,-42.91
-0.14,-0.14,0.86,2.87,-3.29,-42.42
-0.14,-0.14,0.86,3.43,-4.27,-41.3
-0.14,-0.14,0.85,0.63,-5.11,-38.85
-0.16,-0.15,0.87,-2.17,-6.51,-36.75
-0.16,-0.15,0.88,-6.16,-6.72,-34.09
-0.16,-0.17,0.89,-6.23,-7.07,-31.15
-0.15,-0.18,0.9,-3.22,-6.93,-29.33
-0.15,-0.15,0.93,-1.12,-6.02,-27.72
-0.14,-0.13,0.95,1.54,-5.53,-27.02
-0.15,-0.09,0.98,2.03,-4.13,-26.53
-0.15,-0.08,1,-0.56,-1.96,-26.25
-0.17,-0.11,0.98,0.21,-0.84,-25.27
-0.18,-0.13,0.99,1.61,0.91,-24.29
-0.18,-0.15,0.98,3.15,2.31,-22.26
